,Pos,School,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Height,Drafted
2142,TE,UCLA,261.0,4.8,37.0,23.0,118.0,7.24,4.82,6.5,1
2143,P,California,209.0,4.74,,,,,,6.42,0
2144,S,Penn State,200.0,4.54,36.0,15.0,120.0,7.16,4.2,5.92,1
2145,QB,Montana State,216.0,4.71,35.0,,111.0,6.93,4.07,6.17,0
2146,RB,Virginia,214.0,4.48,35.0,18.0,111.0,6.99,4.36,5.92,1
2147,OG,USC,334.0,5.35,28.0,26.0,97.0,8.04,4.76,6.33,1
2148,DT,Tennessee,311.0,5.37,,,,,,6.0,1
2149,P,USC,212.0,4.87,,,,,,6.0,0
2150,CB,Toledo,200.0,4.59,34.0,10.0,111.0,7.05,4.1,6.0,0
2151,C,Ohio State,300.0,5.05,27.5,24.0,104.0,7.47,4.36,6.33,1
2152,CB,Abilene Christian,202.0,4.48,39.0,17.0,123.0,7.23,4.07,5.92,1
2153,RB,Minnesota,217.0,4.48,,,,,,6.0,1
2154,WR,Central Florida,229.0,4.52,37.0,,120.0,,,6.33,1
2155,CB,Fresno State,189.0,4.42,37.0,12.0,129.0,6.65,4.16,5.92,1
2156,CB,Wyoming,202.0,4.5,40.0,17.0,127.0,6.72,3.95,5.83,1
2157,QB,Furman,220.0,4.71,36.0,,111.0,7.13,4.17,6.17,1
2158,OT,Virginia Tech,303.0,5.23,31.0,25.0,101.0,,,6.42,1
2159,TE,Michigan,259.0,4.85,,32.0,,,,6.25,1
2160,RB,Fresno State,210.0,4.51,33.0,20.0,117.0,6.93,4.22,5.92,0
2161,OG,USC,306.0,5.0,24.5,28.0,93.0,7.87,4.76,6.17,1
2162,CB,Miami (FL),198.0,4.48,41.5,14.0,129.0,,,6.08,1
2163,CB,West Virginia,197.0,4.53,40.5,,122.0,7.35,4.38,5.92,1
2164,DT,North Carolina State,302.0,5.15,30.5,25.0,110.0,7.79,4.48,6.08,1
2165,DE,Auburn,262.0,4.7,39.0,19.0,114.0,7.87,4.5,6.17,1
2166,ILB,Northwestern,242.0,4.73,38.0,,118.0,7.09,4.07,6.08,1
2167,OLB,Miami (FL),237.0,4.62,41.5,18.0,119.0,,,6.17,1
2168,QB,Texas A&M,198.0,4.4,32.0,,121.0,6.96,4.25,6.17,1
2169,OT,Auburn,336.0,5.07,31.0,,98.0,8.19,5.0,6.67,1
2170,CB,Maryland,196.0,4.42,41.5,18.0,129.0,,,5.83,1
2171,OT,Weber State,312.0,5.07,29.5,28.0,110.0,7.72,4.62,6.5,1
2172,OG,Michigan State,324.0,5.4,24.0,29.0,99.0,7.94,4.73,6.42,0
2173,S,Texas Tech,210.0,4.85,33.0,11.0,112.0,,,5.92,0
2174,QB,East. Washington,210.0,4.67,32.5,,112.0,6.83,4.12,6.08,0
2175,FB,Tulsa,241.0,4.64,35.5,23.0,111.0,6.81,4.05,6.08,1
2176,DE,Florida,259.0,4.76,33.5,27.0,116.0,6.99,4.25,6.25,1
2177,CB,Georgia,190.0,4.52,38.5,10.0,131.0,6.87,4.1,5.92,1
2178,WR,Auburn,235.0,4.48,31.5,,111.0,,,6.33,0
2179,C,Virginia Tech,312.0,5.12,29.5,35.0,104.0,7.4,4.43,6.25,1
2180,RB,New Mexico,210.0,4.64,32.0,18.0,116.0,7.1,4.32,5.83,0
2181,WR,Miami (FL),185.0,4.38,,,,,,5.67,1
2182,LS,Marshall,247.0,5.03,,21.0,,,,6.17,0
2183,WR,Miami (OH),213.0,4.55,33.5,,112.0,6.91,4.08,6.33,0
2184,OLB,Miami (OH),232.0,4.51,39.0,41.0,124.0,6.97,4.11,6.0,1
2185,DE,Miami (FL),250.0,4.8,28.5,22.0,108.0,,,6.25,0
2187,CB,Texas Tech,185.0,4.64,38.5,17.0,119.0,,,5.75,0
2188,QB,Texas State,226.0,4.57,32.5,,114.0,6.94,4.26,6.33,0
2189,DT,Oregon,338.0,5.13,31.5,37.0,110.0,7.95,4.65,6.33,1
2190,OLB,Florida State,252.0,4.88,,25.0,116.0,7.37,4.43,6.08,1
2191,DE,Purdue,260.0,4.91,34.5,23.0,116.0,6.96,4.18,6.25,1
2192,RB,Mississippi State,210.0,4.4,36.5,15.0,122.0,6.81,4.25,6.0,1
2193,OT,California,344.0,5.39,25.0,21.0,92.0,,,6.58,1
2194,WR,Auburn,205.0,4.45,38.0,,116.0,7.17,4.21,6.08,1
2195,OT,Syracuse,309.0,5.44,28.5,21.0,102.0,8.45,5.11,6.42,1
2196,DE,LSU,276.0,5.08,,,,,,6.25,1
2197,P,Troy,214.0,5.18,,,,,,6.33,0
2198,QB,UCLA,222.0,5.09,23.0,,97.0,,4.42,6.17,0
2199,CB,Oklahoma,215.0,4.55,34.5,16.0,118.0,,,6.08,0
2200,WR,Wisconsin,198.0,4.44,35.5,,119.0,7.31,4.16,6.17,1
2201,DT,Stanford,304.0,5.27,32.0,33.0,105.0,7.87,4.54,6.17,1
2202,S,UCLA,239.0,4.63,38.0,,127.0,6.68,4.14,6.0,1
2203,ILB,Virginia,256.0,4.98,35.0,30.0,116.0,7.35,4.33,6.25,0
2204,P,Oregon State,190.0,4.98,,,,,,6.0,0
2205,DT,Michigan State,307.0,5.27,28.5,25.0,103.0,7.69,4.49,6.25,1
2206,OT,Utah State,317.0,5.05,,21.0,,,,6.33,0
2207,OT,New Mexico,325.0,5.39,28.5,28.0,102.0,,,6.58,1
2208,S,Alabama,206.0,4.66,37.5,15.0,119.0,6.81,4.09,5.92,1
2209,C,California,307.0,5.24,27.0,27.0,96.0,7.85,4.69,6.08,1
2210,CB,Penn State,193.0,4.6,,,,,,6.0,0
2211,QB,Fresno State,232.0,5.1,29.0,,110.0,7.36,4.49,6.42,0
2212,CB,NW State (LA),182.0,4.44,36.0,14.0,128.0,,4.23,5.92,1
2213,P,Wake Forest,253.0,5.2,,,,,,6.25,1
2214,TE,Wisconsin,266.0,4.84,32.5,23.0,115.0,7.31,4.3,6.25,1
2215,S,Purdue,224.0,4.57,36.5,,131.0,,,6.17,1
2216,TE,Georgia,258.0,4.62,37.5,22.0,118.0,7.47,4.67,6.67,1
2217,QB,Boston Col.,233.0,4.67,33.5,,116.0,6.76,4.1,6.42,0
2218,C,Wisconsin,300.0,5.55,25.0,20.0,90.0,8.17,4.97,6.17,0
2219,OG,Auburn,334.0,5.57,,21.0,,7.92,4.82,6.42,0
2220,WR,Florida State,188.0,4.34,37.5,,117.0,7.06,4.26,5.83,1
2221,DE,Penn State,271.0,4.89,,,,7.6,4.34,6.33,0
2222,RB,Tennessee,232.0,4.62,,,,,,5.92,0
2223,ILB,Alabama,257.0,4.93,34.0,,111.0,7.49,4.42,6.17,0
2224,ILB,Arizona State,231.0,4.76,33.0,18.0,108.0,7.29,4.3,6.0,0
2225,WR,Penn State,227.0,4.57,,,,,,6.08,1
2226,WR,TCU,188.0,4.58,33.5,,110.0,7.37,4.19,6.0,1
2227,OT,Georgia,328.0,5.28,,19.0,,,,6.83,0
2228,WR,Nebraska-Kearney,209.0,4.61,37.0,,120.0,6.95,4.29,6.33,0
2229,C,Boston Col.,301.0,4.99,,23.0,,,,6.25,0
2230,RB,Nebraska,201.0,4.58,,15.0,,,,5.5,0
2231,RB,Tarleton State,226.0,4.56,35.0,20.0,112.0,7.0,4.35,5.83,0
2232,DE,USC,267.0,4.88,29.5,,110.0,,,6.25,1
2233,OLB,Alabama,236.0,4.65,39.0,23.0,129.0,7.19,4.17,6.08,1
2234,S,Ohio State,216.0,4.63,40.0,14.0,123.0,6.79,4.15,6.17,1
2235,TE,West. Michigan,254.0,4.54,33.5,17.0,115.0,6.81,4.01,6.42,1
2236,ILB,Ohio State,250.0,4.88,32.0,21.0,111.0,7.41,4.38,6.0,1
2238,K,Missouri State,224.0,5.0,,,,,,6.08,0
2239,OT,Texas,315.0,5.32,24.5,,101.0,7.73,4.85,6.5,1
2240,OG,Minnesota,314.0,5.38,26.5,19.0,100.0,7.63,4.53,6.33,1
2241,QB,Georgia,214.0,4.56,37.5,,121.0,7.07,4.17,6.08,1
2242,OLB,Tennessee,235.0,4.89,28.0,26.0,103.0,7.69,4.32,5.83,1
2243,S,South Carolina,209.0,4.45,40.5,11.0,122.0,7.09,4.17,6.08,1
2244,OLB,Florida State,231.0,4.5,41.0,25.0,125.0,7.31,4.22,5.92,1
2245,OG,Ohio State,307.0,5.25,,27.0,,,,6.25,1
2246,S,Texas Tech,216.0,4.78,32.5,,112.0,,,6.25,0
2247,QB,Central Michigan,216.0,4.57,35.0,,122.0,7.41,4.47,6.42,0
2248,DT,Michigan State,316.0,4.97,30.5,30.0,109.0,7.93,4.92,6.25,0
2249,S,Syracuse,194.0,4.71,41.0,18.0,125.0,6.75,4.35,6.0,1
2250,WR,Missouri,213.0,4.46,39.5,,128.0,7.0,4.33,6.17,1
2251,S,Michigan State,209.0,4.63,40.0,21.0,127.0,6.89,4.1,6.08,1
2252,WR,Iowa,214.0,4.58,33.0,,114.0,7.17,4.46,6.25,0
2253,OG,Indiana,324.0,5.15,28.5,20.0,101.0,8.13,4.98,6.25,1
2254,OG,Pittsburgh,352.0,5.25,,30.0,,,,6.42,1
2255,OG,Louisville,313.0,5.4,28.5,25.0,102.0,7.82,4.55,6.25,1
2256,DT,Louisville,313.0,5.12,29.0,,106.0,8.06,4.6,6.17,1
2257,P,La-Monroe,197.0,4.68,,,,,,5.83,0
2258,OG,Michigan,310.0,5.6,,24.0,,,,6.33,0
2259,OG,Notre Dame,300.0,5.36,24.5,24.0,100.0,7.58,4.59,6.42,1
2260,WR,Notre Dame,217.0,4.57,35.0,,122.0,6.81,4.14,6.33,1
2261,OT,Northwestern,330.0,5.38,21.0,19.0,94.0,8.01,4.83,6.67,1
2262,LS,Texas A&M,259.0,5.06,,,,,,6.5,0
2263,TE,Colorado,268.0,4.77,32.5,20.0,114.0,7.09,4.52,6.5,1
2264,FB,BYU,254.0,4.85,29.0,35.0,101.0,7.72,4.7,6.0,0
2265,DE,Virginia Tech,252.0,4.83,33.0,27.0,109.0,7.31,4.48,6.17,1
2266,LS,Georgia Tech,253.0,4.88,,18.0,,,,6.25,0
2267,OG,Miami (FL),307.0,5.44,24.5,24.0,97.0,8.17,4.84,6.33,0
2268,TE,Texas,252.0,4.67,37.5,19.0,113.0,7.05,4.34,6.25,1
2269,OT,Washington,337.0,5.11,,32.0,,,,6.42,1
2270,P,Colorado,212.0,4.73,,,,,,6.17,0
2271,OT,TCU,303.0,5.12,26.5,23.0,100.0,7.45,4.7,6.5,1
2272,OLB,Oregon,233.0,4.76,37.0,22.0,125.0,7.0,4.14,6.08,0
2273,OT,Boston Col.,316.0,5.25,27.5,20.0,96.0,7.82,4.68,6.67,1
2274,ILB,North Carolina State,241.0,4.84,33.5,27.0,113.0,7.19,4.15,5.92,1
2275,OLB,LSU,235.0,4.65,32.0,17.0,117.0,7.24,4.22,6.33,0
2276,QB,Virginia Tech,200.0,4.47,36.0,,117.0,6.94,4.08,6.0,0
2277,FB,Colorado,245.0,4.82,30.5,21.0,104.0,7.74,4.63,6.0,1
2278,CB,USC,205.0,4.62,40.0,,125.0,,4.16,6.0,0
2279,WR,Central Missouri State,240.0,4.49,36.5,,118.0,,,6.08,1
2280,TE,Auburn,261.0,4.78,29.0,21.0,105.0,7.29,4.21,6.33,0
2281,S,USC,218.0,4.7,37.0,15.0,115.0,7.05,4.25,6.08,0
2282,RB,Florida State,201.0,4.42,32.5,17.0,105.0,6.94,4.37,5.67,1
2283,S,Florida State,211.0,4.42,41.0,14.0,133.0,,,6.42,1
2284,WR,BYU,202.0,4.4,36.0,15.0,118.0,7.13,4.24,6.17,1
2285,DT,Michigan,339.0,5.27,25.0,36.0,96.0,8.28,4.8,6.25,1
2286,P,Illinois,217.0,4.82,,,,,,6.17,0
2287,CB,Florida,183.0,4.41,36.5,,121.0,,,5.92,1
2289,WR,San Diego State,211.0,4.4,37.0,,126.0,6.81,4.08,6.17,1
2290,OT,Michigan State,339.0,5.73,19.5,,74.0,8.09,4.86,6.42,0
2291,OT,East Carolina,304.0,4.96,29.0,26.0,102.0,7.38,4.59,6.42,1
2292,RB,USC,238.0,4.49,,,,,,6.0,1
2293,RB,Oregon,209.0,4.69,30.5,,108.0,7.21,4.27,5.83,0
2294,QB,Clemson,223.0,4.75,33.0,,112.0,7.0,4.11,6.42,1
2295,OT,UNLV,309.0,5.35,25.0,16.0,101.0,7.53,4.79,6.42,1
2296,S,Ohio State,204.0,4.4,40.0,18.0,132.0,,,5.83,1
2297,OT,LSU,334.0,5.16,30.5,28.0,112.0,8.23,4.83,6.58,1
2298,ILB,Georgia Tech,233.0,4.66,39.0,19.0,122.0,7.21,4.17,6.25,1
2299,TE,North Carolina State,269.0,4.72,34.0,25.0,111.0,7.49,4.54,6.17,1
2300,WR,Wisconsin,179.0,4.48,34.5,,115.0,6.87,4.07,5.75,1
2301,RB,Memphis,214.0,4.45,35.5,25.0,121.0,,,5.75,1
2302,WR,Oregon,197.0,4.52,38.0,,127.0,6.84,4.08,6.17,1
2303,OLB,Arizona State,236.0,4.59,37.0,,120.0,7.03,4.29,6.0,1
2304,CB,Virginia Tech,213.0,4.44,,,,,,6.17,1
2305,ILB,Miami (FL),245.0,4.54,,25.0,,,,6.25,1
2306,DE,North Carolina State,295.0,4.7,40.5,35.0,120.0,7.19,4.36,6.58,1
2307,WR,Oklahoma,214.0,4.47,36.5,,120.0,6.7,3.99,6.17,1
2308,DE,Florida State,248.0,4.61,38.5,24.0,129.0,6.97,4.48,6.33,1
2309,OT,Miami (FL),310.0,4.94,29.0,,108.0,7.47,4.44,6.58,1
2310,DT,Texas,300.0,5.08,32.0,31.0,110.0,7.84,4.51,6.42,1
2311,DT,LSU,302.0,5.08,,,,,,6.17,1
2312,CB,USC,189.0,4.72,,14.0,,,,5.75,0
2313,DE,Syracuse,262.0,4.63,33.0,27.0,116.0,7.75,4.51,6.42,1
2314,CB,Ohio State,189.0,4.44,,,,,,6.0,1
2315,QB,Texas,229.0,4.48,,,,,,6.42,1
2316,CB,Penn State,194.0,4.57,,,,,,6.08,1
2317,ILB,Wake Forest,231.0,5.0,38.5,26.0,115.0,7.12,4.33,5.83,0
2318,DE,Notre Dame,267.0,4.8,,25.0,,,,6.33,1
2319,DE,Clemson,258.0,4.64,35.0,,119.0,7.17,4.36,6.42,1
2320,K,Arizona State,218.0,4.75,,,,,,6.25,0
2321,DE,Hawaii,280.0,4.85,,,,,,6.42,1
2322,S,Boise State,210.0,4.51,41.0,15.0,124.0,7.24,4.21,6.0,1
2323,OLB,Oklahoma,228.0,4.79,35.0,25.0,117.0,7.06,4.3,6.08,1
2324,DT,Penn State,304.0,5.17,25.5,,103.0,7.81,4.83,6.25,1
2325,TE,Whitworth,255.0,4.71,36.0,19.0,123.0,7.31,4.52,6.5,1
2326,OG,Akron,305.0,5.07,30.0,27.0,106.0,7.8,4.65,6.33,1
2327,WR,East Carolina,198.0,4.39,37.0,,127.0,,,6.0,1
2328,FB,Tennessee,247.0,4.7,37.0,19.0,115.0,7.37,4.35,6.17,0
2329,FB,Connecticut,243.0,4.73,33.0,23.0,114.0,7.27,4.43,5.92,1
2330,DE,Arkansas,288.0,4.75,,,,,,6.42,1
2331,DE,San Diego State,250.0,4.73,35.0,25.0,115.0,7.5,4.36,6.25,0
2332,CB,Baylor,199.0,4.43,34.5,12.0,124.0,7.02,4.46,6.17,0
2333,DE,Miami (FL),271.0,4.69,33.0,22.0,111.0,,,6.33,1
2334,CB,Kansas State,182.0,4.43,,10.0,,,,6.0,0
2335,WR,Florida,208.0,4.53,36.0,,129.0,6.69,4.19,6.25,1
2336,WR,Georgia Tech,203.0,4.67,30.0,15.0,112.0,6.9,4.19,5.92,0
2337,WR,North Texas,196.0,4.7,,,,6.94,4.21,6.08,0
2338,OT,Missouri Southern,300.0,4.84,32.0,28.0,105.0,7.4,4.63,6.33,1
2339,OLB,Florida International,240.0,4.43,35.0,31.0,122.0,7.29,4.32,6.08,1
2340,DE,Central Michigan,266.0,4.77,30.0,25.0,109.0,7.09,4.75,6.25,1
2341,OLB,Miami (FL),237.0,4.72,,19.0,111.0,,,6.0,1
2342,QB,BYU,215.0,4.75,29.5,,111.0,6.81,4.17,6.17,1
2343,OG,Boston Col.,313.0,5.36,25.5,24.0,93.0,8.24,4.81,6.17,1
2344,OG,Michigan State,316.0,5.47,26.5,34.0,90.0,8.15,5.04,6.33,0
2345,CB,South Carolina,196.0,4.46,38.5,17.0,125.0,6.67,4.3,6.08,1
2346,OG,Arizona State,330.0,5.38,,19.0,,,,6.42,0
2347,DE,Oklahoma,261.0,5.02,32.0,21.0,107.0,7.47,4.76,6.33,0
2348,ILB,California,239.0,4.78,,33.0,,,,6.17,1
2349,OLB,New Mexico,240.0,4.42,41.5,24.0,124.0,6.86,4.34,6.17,1
2350,ILB,Pittsburgh,236.0,4.69,,22.0,,,,5.92,1
2351,OG,Texas,320.0,5.1,28.5,40.0,101.0,7.75,4.72,6.25,1
2352,P,Auburn,179.0,5.08,,,,,,5.83,0
2353,RB,Florida State,191.0,4.46,35.5,26.0,121.0,,,5.83,1
2354,TE,Western Oregon,252.0,4.78,35.0,,116.0,6.96,4.41,6.5,1
2355,WR,LSU,221.0,4.51,33.0,,125.0,6.81,4.35,6.17,1
2356,CB,Washington State,189.0,4.67,,,,,,5.92,0
2357,OLB,Nebraska,254.0,4.72,35.5,28.0,112.0,7.29,4.17,6.33,1
2358,RB,Marshall,198.0,4.55,34.0,,112.0,6.7,4.09,5.75,1
2359,DT,Michigan,324.0,5.07,27.5,33.0,107.0,,,6.5,1
2360,WR,Michigan,193.0,4.46,33.0,,124.0,6.9,4.29,6.0,1
2361,DT,Oklahoma State,297.0,5.2,27.0,22.0,108.0,7.67,4.81,6.25,0
2362,DT,Miami (FL),290.0,5.38,26.5,,96.0,,,6.33,1
2363,OT,Penn State,323.0,5.4,25.5,31.0,97.0,7.87,4.89,6.42,1
2364,CB,Texas,190.0,4.45,33.5,17.0,111.0,7.0,4.37,5.92,1
2365,DE,Washington State,268.0,5.0,29.0,21.0,106.0,7.38,4.8,6.5,0
2366,RB,Tenn-Chattanooga,202.0,4.56,35.5,14.0,120.0,7.71,4.43,5.75,0
2368,DE,Virginia Tech,259.0,4.73,,15.0,,,,6.17,0
2369,OLB,Michigan,240.0,4.82,32.5,19.0,106.0,7.01,4.31,6.25,1
2370,RB,Louisville,243.0,4.62,,,,,,6.08,1
2371,OT,Arizona State,306.0,5.2,,22.0,,,,6.58,1
2372,P,Syracuse,203.0,5.03,,,,,,6.33,0
2373,DE,Nebraska,296.0,4.9,33.5,33.0,110.0,7.06,4.18,6.5,1
2374,S,Arizona State,225.0,4.6,,24.0,,,,6.17,0
2375,TE,Iowa,270.0,4.78,30.0,16.0,111.0,7.26,4.32,6.58,1
2376,K,Auburn,181.0,,,,,,,6.0,0
2377,DT,Alabama,309.0,5.02,29.0,29.0,104.0,7.78,4.82,6.17,0
2378,RB,Kansas State,218.0,4.63,36.5,23.0,121.0,,,5.83,0
2379,WR,Virginia Tech,188.0,4.36,32.5,,123.0,7.0,4.15,6.0,1
2380,TE,BYU,257.0,4.94,30.0,34.0,111.0,7.07,4.43,6.25,0
2381,CB,Arkansas,190.0,4.53,35.0,17.0,122.0,6.78,4.31,6.08,1
2382,DT,Florida,313.0,5.1,26.0,34.0,,,,6.17,1
2383,CB,Clemson,199.0,4.57,35.5,18.0,120.0,7.18,4.51,5.75,0
2384,RB,Kansas State,207.0,4.49,,27.0,120.0,,,5.83,0
2385,WR,Florida,184.0,4.57,34.5,,123.0,6.99,4.3,5.92,0
2386,RB,Kansas,206.0,4.62,34.0,,118.0,7.09,,5.92,0
2387,K,Colorado,212.0,5.18,,,,,,6.08,1
2388,DE,Texas,272.0,4.69,30.5,32.0,111.0,7.28,4.32,6.33,1
2389,OLB,Mississippi State,236.0,4.77,29.5,18.0,113.0,,,6.08,0
2390,S,North Dakota State,216.0,4.55,35.0,17.0,122.0,6.69,4.26,6.17,0
2391,S,LSU,216.0,4.54,,25.0,,,,5.92,0
2392,RB,Alabama,211.0,4.75,30.0,19.0,108.0,7.25,4.53,5.83,1
2393,C,Ohio State,302.0,5.13,26.0,31.0,102.0,7.51,4.65,6.33,1
2394,WR,Florida State,207.0,4.41,,,,,,6.08,1
2395,ILB,Florida State,239.0,4.64,31.0,24.0,104.0,7.28,4.37,5.75,1
2396,WR,Florida State,181.0,4.5,35.5,,115.0,6.66,4.14,5.83,1
2397,CB,North Carolina State,193.0,4.56,,16.0,,,,5.83,1
2398,DE,Oklahoma State,249.0,4.77,,19.0,,,,6.25,0
2399,OT,Fresno State,315.0,5.62,27.5,21.0,97.0,8.1,4.92,6.5,1
2400,ILB,Brown,250.0,4.58,34.5,26.0,122.0,6.89,4.22,6.42,1
2401,OG,Auburn,306.0,5.42,25.0,20.0,94.0,8.26,4.78,6.25,0
2402,ILB,Kansas State,230.0,4.51,36.0,25.0,121.0,6.77,4.09,6.08,1
2403,DT,Kansas State,328.0,5.4,,25.0,,,,6.08,0
2404,QB,Stanford,231.0,4.76,,19.0,,7.14,4.46,6.33,1
2405,OT,Hawaii,312.0,5.22,,,,,,6.25,0
2406,OLB,Florida,238.0,4.73,32.0,19.0,113.0,,,6.17,0
2407,WR,Central Arkansas,209.0,4.49,36.0,,125.0,6.89,4.27,6.5,0
2408,C,Colorado,290.0,5.15,,22.0,,,,6.33,0
2409,P,Michigan State,239.0,5.26,,,,,,6.42,1
2410,WR,Kansas State,174.0,4.3,,,123.0,6.85,4.21,5.92,1
2411,WR,Texas Tech,211.0,4.57,32.5,17.0,117.0,,,6.17,1
2412,K,Arizona,225.0,4.95,,,,,,6.08,1
2413,DE,Central Arkansas,249.0,4.65,,19.0,,,,6.33,1
2414,S,Washington State,204.0,4.61,34.5,10.0,122.0,6.84,4.17,5.92,1
2415,OT,Northern Illinois,324.0,5.19,30.0,22.0,111.0,7.38,4.53,6.5,1
2416,C,Clemson,314.0,5.28,,34.0,,,,6.25,1
2417,OT,Virginia Tech,301.0,5.08,32.5,34.0,103.0,7.5,4.4,6.33,1
2419,S,Clemson,203.0,4.45,36.5,20.0,121.0,7.28,4.3,5.92,1
2420,S,Wake Forest,206.0,4.51,34.5,22.0,121.0,6.72,4.27,6.08,1
2421,QB,Akron,222.0,4.96,32.5,,106.0,6.95,4.46,6.17,0
2422,WR,Ohio State,178.0,4.38,,,,,,5.92,1
2423,S,Washington,205.0,4.6,34.5,12.0,115.0,7.37,4.46,6.17,1
2424,WR,Ohio State,193.0,4.44,38.0,,123.0,6.54,4.08,6.0,1
2425,P,Pittsburgh,215.0,4.84,,,,,,6.33,0
2426,CB,New Hampshire,195.0,4.42,,10.0,,,,6.0,1
2427,S,Texas,202.0,4.45,36.0,16.0,120.0,6.6,4.1,6.0,1
2428,OG,Auburn,311.0,5.18,26.5,29.0,103.0,7.99,4.72,6.25,1
2429,QB,Idaho State,232.0,5.0,29.5,,108.0,6.99,4.28,6.33,0
2430,OLB,Georgia Tech,228.0,4.77,33.0,,111.0,7.5,4.62,6.0,0
2431,OT,Texas Tech,313.0,4.91,29.0,22.0,104.0,7.59,4.68,6.33,0
2432,CB,Michigan,193.0,4.39,37.5,15.0,125.0,6.5,4.07,5.92,1
2433,TE,BYU,248.0,4.84,28.5,15.0,106.0,7.05,4.68,6.33,0
2434,DT,Tennessee,300.0,5.04,30.5,24.0,108.0,7.63,4.79,6.33,1
2435,TE,Rutgers,261.0,4.8,32.0,21.0,112.0,,4.4,6.42,1
2436,ILB,Michigan,243.0,4.59,33.0,23.0,107.0,7.25,4.29,6.17,1
2437,C,North Carolina State,302.0,5.35,24.5,29.0,96.0,8.0,4.8,6.17,1
2438,OLB,Louisville,230.0,4.6,32.0,26.0,107.0,7.19,4.52,6.0,0
2439,OT,Notre Dame,305.0,5.09,25.5,22.0,100.0,7.78,4.52,6.33,1
2440,S,Stanford,227.0,4.58,,23.0,,,,6.17,1
2441,OT,Florida State,302.0,5.11,28.5,20.0,109.0,7.6,4.87,6.5,1
2442,RB,Arizona,230.0,4.4,36.0,26.0,127.0,6.96,4.14,5.92,1
2443,OT,Maryland,334.0,5.59,,30.0,94.0,,,6.5,0
2444,OLB,UCLA,254.0,4.75,29.5,23.0,115.0,7.06,4.43,6.08,0
2445,WR,Texas Tech,210.0,4.67,34.5,,120.0,,,6.25,0
2446,WR,Texas-El Paso,186.0,4.48,36.5,,122.0,6.62,4.32,5.92,1
2447,WR,Washington State,204.0,4.32,37.0,,123.0,7.02,4.22,6.0,1
2448,OT,Oklahoma State,308.0,5.29,27.0,28.0,106.0,7.45,4.65,6.42,1
2449,WR,Louisiana Tech,191.0,4.45,35.5,15.0,120.0,7.12,4.4,6.0,1
2450,CB,Arkansas,185.0,4.32,36.0,27.0,122.0,6.94,4.12,5.83,1
2451,CB,California,190.0,4.56,28.5,16.0,114.0,7.28,4.43,5.83,1
2452,RB,Penn State,233.0,4.68,,24.0,,,,6.17,1
2453,RB,Hawaii,245.0,4.77,30.0,25.0,103.0,7.1,4.42,5.75,1
2454,RB,Auburn,203.0,4.45,38.0,,123.0,7.0,4.17,5.92,1
2455,CB,Auburn,190.0,4.44,29.5,11.0,111.0,7.18,4.3,5.83,1
2456,DE,Missouri,278.0,4.92,33.0,18.0,110.0,,,6.25,0
2457,CB,Iowa State,193.0,4.48,,14.0,,,,5.92,0
2458,RB,Nebraska,210.0,4.54,37.0,21.0,122.0,7.0,4.14,5.83,1
2459,S,Syracuse,200.0,4.52,32.5,12.0,121.0,6.89,4.28,6.0,1
2460,DT,Arkansas,305.0,5.05,30.0,33.0,,7.65,4.56,6.0,1
2461,WR,Boise State,193.0,4.52,39.0,14.0,126.0,7.09,4.39,6.0,0
2462,WR,USC,219.0,4.62,,,,,,6.33,1
2463,OLB,Mississippi,232.0,4.59,38.0,19.0,116.0,,4.07,6.0,0
2464,DT,Mississippi State,310.0,5.15,29.0,28.0,108.0,7.47,4.49,6.25,1
2465,WR,Georgia Tech,239.0,4.35,,,,,,6.42,1
2466,DE,Georgia,270.0,4.84,34.0,33.0,118.0,7.5,,6.17,1
2467,S,Arizona,205.0,4.62,33.0,15.0,114.0,7.04,4.32,6.25,1
2468,OG,Iowa,309.0,5.46,25.5,28.0,98.0,7.8,4.88,6.42,0
2470,WR,Lane (TN),210.0,4.5,34.0,,129.0,7.03,4.31,6.25,1
2471,WR,San Jose State,207.0,4.54,34.0,22.0,119.0,7.06,4.2,6.08,1
2472,WR,Kansas State,202.0,4.42,39.0,,121.0,7.05,4.28,5.92,0
2473,C,USC,299.0,4.96,26.0,34.0,104.0,7.5,4.34,6.25,1
2474,WR,Oregon,217.0,4.49,,,,,,6.33,1
2475,LS,Texas-El Paso,239.0,4.78,,,,,,6.08,0
2476,OT,Oregon State,298.0,5.08,32.0,20.0,106.0,7.44,4.47,6.42,1
2477,QB,Houston,218.0,4.85,32.5,,112.0,6.94,4.44,6.25,1
2478,QB,Central Missouri State,234.0,5.37,25.0,,91.0,7.77,4.64,6.25,0
2479,DT,Notre Dame,288.0,4.96,,24.0,,,,6.17,1
2480,S,LSU,213.0,4.35,37.5,,123.0,,,6.0,1
2481,ILB,Oklahoma,237.0,4.78,34.0,19.0,109.0,7.27,4.45,6.17,0
2482,QB,Florida,209.0,4.74,32.5,,113.0,7.03,4.41,6.0,0
2483,LS,Virginia Tech,255.0,5.08,,,,,,6.08,0
2484,RB,Rutgers,226.0,4.52,34.5,28.0,122.0,6.88,4.22,6.08,1
2485,CB,Florida,204.0,4.54,34.0,14.0,119.0,7.13,,5.83,0
2486,C,Oregon,303.0,5.46,27.5,34.0,104.0,8.1,4.84,6.25,0
